"","year","state","district","party","votes","median_age","population","white_pop","black_pop","native_pop","asian_pop","hisp_pop","median_income_12mo"
"538",1978,"IA",5,"republican",57377,NA,NA,NA,NA,NA,NA,NA,NA
"539",1978,"IA",6,"republican",44320,NA,NA,NA,NA,NA,NA,NA,NA
"540",1978,"ID",1,"republican",86680,NA,NA,NA,NA,NA,NA,NA,NA
"541",1978,"ID",2,"republican",80591,NA,NA,NA,NA,NA,NA,NA,NA
"542",1978,"IL",1,"republican",33540,NA,NA,NA,NA,NA,NA,NA,NA
"543",1978,"IL",2,"republican",20226.5,NA,NA,NA,NA,NA,NA,NA,NA
"544",1978,"IL",3,"republican",51098,NA,NA,NA,NA,NA,NA,NA,NA
"545",1978,"IL",4,"republican",94435,NA,NA,NA,NA,NA,NA,NA,NA
"546",1978,"IL",5,"republican",24675.5,NA,NA,NA,NA,NA,NA,NA,NA
"547",1978,"IL",6,"republican",87193,NA,NA,NA,NA,NA,NA,NA,NA
"548",1978,"IL",7,"republican",16179,NA,NA,NA,NA,NA,NA,NA,NA
"549",1978,"IL",8,"republican",20364.25,NA,NA,NA,NA,NA,NA,NA,NA
"550",1978,"IL",9,"republican",21885.75,NA,NA,NA,NA,NA,NA,NA,NA
"551",1978,"IL",10,"republican",88829,NA,NA,NA,NA,NA,NA,NA,NA
"552",1978,"IL",11,"republican",40044,NA,NA,NA,NA,NA,NA,NA,NA
"553",1978,"IL",12,"republican",82877.25,NA,NA,NA,NA,NA,NA,NA,NA
"554",1978,"IL",13,"republican",64060,NA,NA,NA,NA,NA,NA,NA,NA
"555",1978,"IL",14,"republican",89055.75,NA,NA,NA,NA,NA,NA,NA,NA
"556",1978,"IL",15,"republican",80856,NA,NA,NA,NA,NA,NA,NA,NA
"557",1978,"IL",16,"republican",76752,NA,NA,NA,NA,NA,NA,NA,NA
"558",1978,"IL",17,"republican",94375,NA,NA,NA,NA,NA,NA,NA,NA
"559",1978,"IL",18,"republican",85973,NA,NA,NA,NA,NA,NA,NA,NA
"560",1978,"IL",19,"republican",67327.5,NA,NA,NA,NA,NA,NA,NA,NA
"561",1978,"IL",20,"republican",111054,NA,NA,NA,NA,NA,NA,NA,NA
"562",1978,"IL",21,"republican",73104.75,NA,NA,NA,NA,NA,NA,NA,NA
"563",1978,"IL",22,"republican",86051,NA,NA,NA,NA,NA,NA,NA,NA
"564",1978,"IL",23,"republican",25858,NA,NA,NA,NA,NA,NA,NA,NA
"565",1978,"IL",24,"republican",57763,NA,NA,NA,NA,NA,NA,NA,NA
"566",1978,"IN",1,"republican",18091.75,NA,NA,NA,NA,NA,NA,NA,NA
"567",1978,"IN",2,"republican",52842,NA,NA,NA,NA,NA,NA,NA,NA
"568",1978,"IN",3,"republican",50145,NA,NA,NA,NA,NA,NA,NA,NA
"569",1978,"IN",4,"republican",80527,NA,NA,NA,NA,NA,NA,NA,NA
"570",1978,"IN",5,"republican",94950,NA,NA,NA,NA,NA,NA,NA,NA
"571",1978,"IN",6,"republican",60630,NA,NA,NA,NA,NA,NA,NA,NA
"572",1978,"IN",7,"republican",86955,NA,NA,NA,NA,NA,NA,NA,NA
"573",1978,"IN",8,"republican",83019,NA,NA,NA,NA,NA,NA,NA,NA
"574",1978,"IN",9,"republican",52218,NA,NA,NA,NA,NA,NA,NA,NA
"575",1978,"IN",10,"republican",55999,NA,NA,NA,NA,NA,NA,NA,NA
"576",1978,"IN",11,"republican",45809,NA,NA,NA,NA,NA,NA,NA,NA
"577",1978,"KS",1,"republican",98277.75,NA,NA,NA,NA,NA,NA,NA,NA
"578",1978,"KS",2,"republican",76419,NA,NA,NA,NA,NA,NA,NA,NA
"579",1978,"KS",3,"republican",77448.75,NA,NA,NA,NA,NA,NA,NA,NA
"580",1978,"KS",4,"republican",43854,NA,NA,NA,NA,NA,NA,NA,NA
"581",1978,"KS",5,"republican",86011,NA,NA,NA,NA,NA,NA,NA,NA
"582",1978,"KY",1,"republican",11022.5,NA,NA,NA,NA,NA,NA,NA,NA
"583",1978,"KY",2,"republican",9110.25,NA,NA,NA,NA,NA,NA,NA,NA
"584",1978,"KY",3,"republican",17785,NA,NA,NA,NA,NA,NA,NA,NA
"585",1978,"KY",4,"republican",62087,NA,NA,NA,NA,NA,NA,NA,NA
"586",1978,"KY",5,"republican",44807.25,NA,NA,NA,NA,NA,NA,NA,NA
"587",1978,"KY",6,"republican",52092,NA,NA,NA,NA,NA,NA,NA,NA
"588",1978,"KY",7,"republican",12889.75,NA,NA,NA,NA,NA,NA,NA,NA
"589",1978,"LA",1,"republican",0.75,NA,NA,NA,NA,NA,NA,NA,NA
"590",1978,"LA",2,"republican",0.25,NA,NA,NA,NA,NA,NA,NA,NA
"591",1978,"LA",3,"republican",0.75,NA,NA,NA,NA,NA,NA,NA,NA
"592",1978,"LA",4,"republican",65317,NA,NA,NA,NA,NA,NA,NA,NA
"593",1978,"LA",5,"republican",0.25,NA,NA,NA,NA,NA,NA,NA,NA
"594",1978,"LA",6,"republican",0.75,NA,NA,NA,NA,NA,NA,NA,NA
"595",1978,"LA",7,"republican",0.25,NA,NA,NA,NA,NA,NA,NA,NA
"596",1978,"LA",8,"republican",0.25,NA,NA,NA,NA,NA,NA,NA,NA
"597",1978,"MA",1,"republican",98829.75,NA,NA,NA,NA,NA,NA,NA,NA
"598",1978,"MA",2,"republican",37881,NA,NA,NA,NA,NA,NA,NA,NA
"599",1978,"MA",3,"republican",29834.25,NA,NA,NA,NA,NA,NA,NA,NA
"600",1978,"MA",4,"republican",27838.25,NA,NA,NA,NA,NA,NA,NA,NA
"601",1978,"MA",5,"republican",48685,NA,NA,NA,NA,NA,NA,NA,NA
"602",1978,"MA",6,"republican",83511,NA,NA,NA,NA,NA,NA,NA,NA
"603",1978,"MA",7,"republican",36403.75,NA,NA,NA,NA,NA,NA,NA,NA
"604",1978,"MA",8,"republican",25540,NA,NA,NA,NA,NA,NA,NA,NA
"605",1978,"MA",9,"republican",26701.25,NA,NA,NA,NA,NA,NA,NA,NA
"606",1978,"MA",10,"republican",102080,NA,NA,NA,NA,NA,NA,NA,NA
"607",1978,"MA",11,"republican",33411,NA,NA,NA,NA,NA,NA,NA,NA
"608",1978,"MA",12,"republican",44176,NA,NA,NA,NA,NA,NA,NA,NA
"609",1978,"MD",1,"republican",80202,NA,NA,NA,NA,NA,NA,NA,NA
"610",1978,"MD",2,"republican",49886,NA,NA,NA,NA,NA,NA,NA,NA
"611",1978,"MD",3,"republican",22797.25,NA,NA,NA,NA,NA,NA,NA,NA
"612",1978,"MD",4,"republican",71374,NA,NA,NA,NA,NA,NA,NA,NA
"613",1978,"MD",5,"republican",16217,NA,NA,NA,NA,NA,NA,NA,NA
"614",1978,"MD",6,"republican",31549,NA,NA,NA,NA,NA,NA,NA,NA
"615",1978,"MD",7,"republican",12999,NA,NA,NA,NA,NA,NA,NA,NA
"616",1978,"MD",8,"republican",77807,NA,NA,NA,NA,NA,NA,NA,NA
"617",1978,"ME",1,"republican",120791,NA,NA,NA,NA,NA,NA,NA,NA
"618",1978,"ME",2,"republican",87939,NA,NA,NA,NA,NA,NA,NA,NA
"619",1978,"MI",1,"republican",22411.5,NA,NA,NA,NA,NA,NA,NA,NA
"620",1978,"MI",2,"republican",97503,NA,NA,NA,NA,NA,NA,NA,NA
"621",1978,"MI",3,"republican",79572,NA,NA,NA,NA,NA,NA,NA,NA
"622",1978,"MI",4,"republican",95440,NA,NA,NA,NA,NA,NA,NA,NA
"623",1978,"MI",5,"republican",81794,NA,NA,NA,NA,NA,NA,NA,NA
"624",1978,"MI",6,"republican",74718,NA,NA,NA,NA,NA,NA,NA,NA
"625",1978,"MI",7,"republican",26350.5,NA,NA,NA,NA,NA,NA,NA,NA
"626",1978,"MI",8,"republican",51900,NA,NA,NA,NA,NA,NA,NA,NA
"627",1978,"MI",9,"republican",122363,NA,NA,NA,NA,NA,NA,NA,NA
"628",1978,"MI",10,"republican",89451,NA,NA,NA,NA,NA,NA,NA,NA
"629",1978,"MI",11,"republican",96351,NA,NA,NA,NA,NA,NA,NA,NA
"630",1978,"MI",12,"republican",68063,NA,NA,NA,NA,NA,NA,NA,NA
"631",1978,"MI",13,"republican",11192.75,NA,NA,NA,NA,NA,NA,NA,NA
"632",1978,"MI",14,"republican",40716,NA,NA,NA,NA,NA,NA,NA,NA
"633",1978,"MI",15,"republican",23784.25,NA,NA,NA,NA,NA,NA,NA,NA
"634",1978,"MI",16,"republican",23346.75,NA,NA,NA,NA,NA,NA,NA,NA
"635",1978,"MI",17,"republican",26575.75,NA,NA,NA,NA,NA,NA,NA,NA
"636",1978,"MI",18,"republican",28259.25,NA,NA,NA,NA,NA,NA,NA,NA
"637",1978,"MI",19,"republican",117122,NA,NA,NA,NA,NA,NA,NA,NA
"638",1978,"MN",1,"republican",110090,NA,NA,NA,NA,NA,NA,NA,NA
"639",1978,"MN",2,"republican",145415,NA,NA,NA,NA,NA,NA,NA,NA
"640",1978,"MN",3,"republican",128759,NA,NA,NA,NA,NA,NA,NA,NA
"641",1978,"MN",4,"republican",69396,NA,NA,NA,NA,NA,NA,NA,NA
"642",1978,"MN",5,"republican",55412,NA,NA,NA,NA,NA,NA,NA,NA
"643",1978,"MN",6,"republican",93742,NA,NA,NA,NA,NA,NA,NA,NA
"644",1978,"MN",7,"republican",106573,NA,NA,NA,NA,NA,NA,NA,NA
"645",1978,"MN",8,"republican",42781.25,NA,NA,NA,NA,NA,NA,NA,NA
"646",1978,"MO",1,"republican",30995,NA,NA,NA,NA,NA,NA,NA,NA
"647",1978,"MO",2,"republican",79495,NA,NA,NA,NA,NA,NA,NA,NA
"648",1978,"MO",3,"republican",30391.25,NA,NA,NA,NA,NA,NA,NA,NA
"649",1978,"MO",4,"republican",45116,NA,NA,NA,NA,NA,NA,NA,NA
"650",1978,"MO",5,"republican",30360,NA,NA,NA,NA,NA,NA,NA,NA
"651",1978,"MO",6,"republican",96574,NA,NA,NA,NA,NA,NA,NA,NA
"652",1978,"MO",7,"republican",104566,NA,NA,NA,NA,NA,NA,NA,NA
"653",1978,"MO",8,"republican",63109,NA,NA,NA,NA,NA,NA,NA,NA
"654",1978,"MO",9,"republican",45795,NA,NA,NA,NA,NA,NA,NA,NA
"655",1978,"MO",10,"republican",52687,NA,NA,NA,NA,NA,NA,NA,NA
"656",1978,"MS",1,"republican",26734,NA,NA,NA,NA,NA,NA,NA,NA
"657",1978,"MS",2,"republican",35730,NA,NA,NA,NA,NA,NA,NA,NA
"658",1978,"MS",3,"republican",25421.25,NA,NA,NA,NA,NA,NA,NA,NA
"659",1978,"MS",4,"republican",68225,NA,NA,NA,NA,NA,NA,NA,NA
"660",1978,"MS",5,"republican",72882.75,NA,NA,NA,NA,NA,NA,NA,NA
"661",1978,"MT",1,"republican",64093,NA,NA,NA,NA,NA,NA,NA,NA
"662",1978,"MT",2,"republican",75766,NA,NA,NA,NA,NA,NA,NA,NA
"663",1978,"NC",1,"republican",16929,NA,NA,NA,NA,NA,NA,NA,NA
"664",1978,"NC",2,"republican",15462.75,NA,NA,NA,NA,NA,NA,NA,NA
"665",1978,"NC",3,"republican",22150,NA,NA,NA,NA,NA,NA,NA,NA
"666",1978,"NC",4,"republican",18562.25,NA,NA,NA,NA,NA,NA,NA,NA
"667",1978,"NC",5,"republican",58161,NA,NA,NA,NA,NA,NA,NA,NA
"668",1978,"NC",6,"republican",26882,NA,NA,NA,NA,NA,NA,NA,NA
"669",1978,"NC",7,"republican",23146,NA,NA,NA,NA,NA,NA,NA,NA
"670",1978,"NC",8,"republican",43942,NA,NA,NA,NA,NA,NA,NA,NA
"671",1978,"NC",9,"republican",66157,NA,NA,NA,NA,NA,NA,NA,NA
"672",1978,"NC",10,"republican",50253,NA,NA,NA,NA,NA,NA,NA,NA
"673",1978,"NC",11,"republican",65832,NA,NA,NA,NA,NA,NA,NA,NA
"674",1978,"ND",1,"republican",147712,NA,NA,NA,NA,NA,NA,NA,NA
"675",1978,"NE",1,"republican",99013,NA,NA,NA,NA,NA,NA,NA,NA
"676",1978,"NE",2,"republican",70309,NA,NA,NA,NA,NA,NA,NA,NA
"677",1978,"NE",3,"republican",106197.75,NA,NA,NA,NA,NA,NA,NA,NA
"678",1978,"NH",1,"republican",49131,NA,NA,NA,NA,NA,NA,NA,NA
"679",1978,"NH",2,"republican",84535,NA,NA,NA,NA,NA,NA,NA,NA
"680",1978,"NJ",1,"republican",26524,NA,NA,NA,NA,NA,NA,NA,NA
"681",1978,"NJ",2,"republican",56997,NA,NA,NA,NA,NA,NA,NA,NA
"682",1978,"NJ",3,"republican",64730,NA,NA,NA,NA,NA,NA,NA,NA
"683",1978,"NJ",4,"republican",41833,NA,NA,NA,NA,NA,NA,NA,NA
"684",1978,"NJ",5,"republican",100739,NA,NA,NA,NA,NA,NA,NA,NA
"685",1978,"NJ",6,"republican",89446,NA,NA,NA,NA,NA,NA,NA,NA
"686",1978,"NJ",7,"republican",69543,NA,NA,NA,NA,NA,NA,NA,NA
"687",1978,"NJ",8,"republican",23842,NA,NA,NA,NA,NA,NA,NA,NA
"688",1978,"NJ",9,"republican",73478,NA,NA,NA,NA,NA,NA,NA,NA
"689",1978,"NJ",10,"republican",13768.5,NA,NA,NA,NA,NA,NA,NA,NA
"690",1978,"NJ",11,"republican",35642,NA,NA,NA,NA,NA,NA,NA,NA
"691",1978,"NJ",12,"republican",94850,NA,NA,NA,NA,NA,NA,NA,NA
"692",1978,"NJ",13,"republican",77301,NA,NA,NA,NA,NA,NA,NA,NA
"693",1978,"NJ",14,"republican",16752,NA,NA,NA,NA,NA,NA,NA,NA
"694",1978,"NJ",15,"republican",53108,NA,NA,NA,NA,NA,NA,NA,NA
"695",1978,"NM",1,"republican",118075,NA,NA,NA,NA,NA,NA,NA,NA
"696",1978,"NM",2,"republican",23927.5,NA,NA,NA,NA,NA,NA,NA,NA
"697",1978,"NV",1,"republican",44425,NA,NA,NA,NA,NA,NA,NA,NA
"698",1978,"NY",1,"republican",75586,NA,NA,NA,NA,NA,NA,NA,NA
"699",1978,"NY",2,"republican",43791,NA,NA,NA,NA,NA,NA,NA,NA
"700",1978,"NY",3,"republican",54509,NA,NA,NA,NA,NA,NA,NA,NA
"701",1978,"NY",4,"republican",80266,NA,NA,NA,NA,NA,NA,NA,NA
"702",1978,"NY",5,"republican",74279,NA,NA,NA,NA,NA,NA,NA,NA
"703",1978,"NY",6,"republican",44304,NA,NA,NA,NA,NA,NA,NA,NA
"704",1978,"NY",7,"republican",13996.25,NA,NA,NA,NA,NA,NA,NA,NA
"705",1978,"NY",8,"republican",17242.75,NA,NA,NA,NA,NA,NA,NA,NA
"706",1978,"NY",9,"republican",32096,NA,NA,NA,NA,NA,NA,NA,NA
"707",1978,"NY",10,"republican",23431,NA,NA,NA,NA,NA,NA,NA,NA
"708",1978,"NY",11,"republican",13970,NA,NA,NA,NA,NA,NA,NA,NA
"709",1978,"NY",12,"republican",5351.5,NA,NA,NA,NA,NA,NA,NA,NA
"710",1978,"NY",13,"republican",16128.5,NA,NA,NA,NA,NA,NA,NA,NA
"711",1978,"NY",14,"republican",7260,NA,NA,NA,NA,NA,NA,NA,NA
"712",1978,"NY",15,"republican",20508,NA,NA,NA,NA,NA,NA,NA,NA
"713",1978,"NY",16,"republican",13213.75,NA,NA,NA,NA,NA,NA,NA,NA
"714",1978,"NY",17,"republican",25068,NA,NA,NA,NA,NA,NA,NA,NA
